Date,Open,High,Low,Close,Adj Close,Volume,,Goal II: Open t+1 - Open t,Goal II: Open t+1 - Close t
2021/6/9,494.5,496.089996,484.649994,485.809998,485.809998,3055000,,-1,1
2021/6/10,487.170013,490.209991,482.140015,487.269989,487.269989,4382900,,1,1
2021/6/11,490,491.410004,487.779999,488.769989,488.769989,3124000,,-1,1
2021/6/14,489.679993,503.5,486.910004,499.890015,499.890015,4400200,,1,1
2021/6/15,501.230011,501.230011,490.399994,491.899994,491.899994,3104100,,-1,1
2021/6/16,495,496.459991,486.279999,492.410004,492.410004,3533200,,-1,-1
2021/6/17,490.25,501.799988,490.149994,498.339996,498.339996,3198300,,1,-1
2021/6/18,496.399994,504.48999,495.23999,500.769989,500.769989,5197600,,1,1
2021/6/21,501.640015,502.049988,492.279999,497,497,5277300,,-1,1
2021/6/22,498.540009,513.549988,495.799988,508.820007,508.820007,5809300,,1,-1
2021/6/23,508.480011,516.630005,508.200012,512.73999,512.73999,3944800,,1,1
2021/6/24,517.960022,520.960022,514.400024,518.059998,518.059998,3361200,,1,1
2021/6/25,528.840027,533.059998,525,527.070007,527.070007,5299100,,-1,1
2021/6/28,528.119995,533.940002,524.559998,533.030029,533.030029,2820200,,1,1
2021/6/29,533.549988,536.130005,528.570007,533.5,533.5,2314600,,1,1
2021/6/30,534.059998,534.380005,526.820007,528.210022,528.210022,2773400,,-1,-1
2021/7/1,525.719971,537.039978,525.719971,533.539978,533.539978,2805400,,1,1
2021/7/2,535.5,538.539978,529.390015,533.97998,533.97998,1975500,,-1,-1
2021/7/6,533,542.859985,533,541.640015,541.640015,2775100,,1,1
2021/7/7,544.23999,544.640015,531.659973,535.960022,535.960022,2722500,,-1,-1
2021/7/8,530.929993,535.5,529.090027,530.76001,530.76001,3269000,,1,1
2021/7/9,531,538.26001,528.580017,535.97998,535.97998,2777200,,1,1
2021/7/12,540.299988,540.650024,532.919983,537.309998,537.309998,1780700,,-1,-1
2021/7/13,535.76001,545.330017,535.76001,540.679993,540.679993,2751600,,1,1
2021/7/14,541.01001,554.099976,541.01001,547.950012,547.950012,4659500,,1,1
2021/7/15,553.969971,557.539978,538.200012,542.950012,542.950012,5713900,,-1,-1
2021/7/16,541.809998,544.059998,527.049988,530.309998,530.309998,3442100,,-1,-1
2021/7/19,526.049988,534.909973,522.23999,532.280029,532.280029,3885800,,1,-1
2021/7/20,526.070007,536.640015,520.299988,531.049988,531.049988,6930400,,1,-1
2021/7/21,526.130005,530.98999,505.609985,513.630005,513.630005,11906800,,-1,-1
2021/7/22,510.209991,513.679993,507,511.769989,511.769989,4328100,,1,1
2021/7/23,512.159973,517.409973,504.660004,515.409973,515.409973,3820500,,1,-1
2021/7/26,514.380005,521.130005,509.01001,516.48999,516.48999,2254500,,1,1
2021/7/27,518.080017,521.950012,512.049988,518.909973,518.909973,2759000,,1,1
2021/7/28,521.820007,524.469971,516.97998,519.299988,519.299988,2390500,,-1,1
2021/7/29,519.960022,520.780029,513.789978,514.25,514.25,1736000,,-1,-1
2021/7/30,512.690002,519.789978,510.959991,517.570007,517.570007,2534900,,1,1
2021/8/2,519,519.849976,510.51001,515.150024,515.150024,2096600,,-1,-1
2021/8/3,514.390015,515.630005,505.369995,510.820007,510.820007,2579400,,-1,1
2021/8/4,513,517.97998,510.369995,517.349976,517.349976,2039400,,1,-1
2021/8/5,517.130005,525.409973,514.02002,524.890015,524.890015,2556700,,1,-1
2021/8/6,524,526.840027,519.390015,520.549988,520.549988,1919400,,-1,1
2021/8/9,521.150024,522.669983,517.98999,519.969971,519.969971,1367800,,-1,1
2021/8/10,520,520.789978,512.969971,515.840027,515.840027,1960500,,-1,1
2021/8/11,517,519.570007,509.769989,512.400024,512.400024,1673900,,-1,-1
2021/8/12,511.859985,513,507.200012,510.720001,510.720001,1685700,,1,1
2021/8/13,512.640015,521.440002,511.51001,515.919983,515.919983,2176300,,1,-1
2021/8/16,515.23999,523.380005,512.299988,517.919983,517.919983,2032800,,1,-1
2021/8/17,515.469971,520.789978,514.200012,518.909973,518.909973,2309800,,1,1
2021/8/18,520,526.380005,518.650024,521.869995,521.869995,2582000,,1,1
2021/8/19,522.73999,548.390015,521.869995,543.710022,543.710022,7497300,,1,1
2021/8/20,545.090027,551.390015,539.099976,546.880005,546.880005,3774300,,1,-1
2021/8/23,545.97998,555.549988,543.73999,553.330017,553.330017,2602000,,1,-1
2021/8/24,551.47998,555.309998,549.27002,553.409973,553.409973,2109500,,-1,-1
2021/8/25,550.159973,552.840027,545.450012,547.580017,547.580017,2065600,,-1,-1
2021/8/26,546.159973,552.599976,545.900024,550.119995,550.119995,1595500,,1,1
2021/8/27,551.599976,564.169983,549.25,558.919983,558.919983,3251100,,1,-1
2021/8/30,557.25,567.159973,556.450012,566.179993,566.179993,2434800,,1,-1
2021/8/31,566.119995,569.47998,561.609985,569.190002,569.190002,2431900,,1,-1
2021/9/1,569,591,569,582.070007,582.070007,5626200,,1,1
2021/9/2,583.679993,598.76001,583.679993,588.549988,588.549988,6179900,,1,-1
2021/9/3,585.799988,591.880005,583.140015,590.530029,590.530029,2681200,,1,1
2021/9/7,594.690002,613.849976,593.98999,606.710022,606.710022,5821400,,1,-1
2021/9/8,603.840027,615.599976,595.710022,606.049988,606.049988,5424500,,1,1
2021/9/9,606.469971,609.440002,596.549988,597.539978,597.539978,2954200,,-1,1
2021/9/10,598.159973,609.450012,593.669983,598.719971,598.719971,3948000,,1,-1
2021/9/13,598.570007,598.570007,582.780029,589.289978,589.289978,3062900,,-1,-1
2021/9/14,584.890015,587.280029,575.559998,577.76001,577.76001,3457000,,-1,1
2021/9/15,578.169983,584.619995,575.369995,582.869995,582.869995,2755600,,1,1
2021/9/16,584.299988,587.47998,577.719971,586.5,586.5,1832000,,1,1
2021/9/17,587.849976,590.280029,580.849976,589.349976,589.349976,4145100,,-1,-1
2021/9/20,586.789978,591.530029,568.080017,575.429993,575.429993,3732200,,-1,1
2021/9/21,578.309998,581.880005,569.369995,573.140015,573.140015,2250900,,1,1
2021/9/22,579.690002,595.650024,579.690002,590.650024,590.650024,4021800,,1,1
2021/9/23,590.789978,599.320007,589.130005,593.26001,593.26001,2526200,,1,-1
2021/9/24,592.5,592.97998,583.640015,592.390015,592.390015,2126200,,-1,-1
2021/9/27,587.950012,593.580017,576.929993,592.640015,592.640015,2504700,,1,-1
2021/9/28,589,599.539978,580.159973,583.849976,583.849976,4431100,,1,1
2021/9/29,589.01001,609.880005,588.01001,599.059998,599.059998,6221000,,1,1
2021/9/30,608.049988,619,608.049988,610.340027,610.340027,6612600,,-1,-1
2021/10/1,604.23999,614.98999,597.51001,613.150024,613.150024,4090800,,1,1
2021/10/4,613.390015,626.130005,594.679993,603.349976,603.349976,4995900,,-1,1
2021/10/5,606.940002,640.390015,606.890015,634.809998,634.809998,9534300,,1,-1
2021/10/6,628.179993,639.869995,626.359985,639.099976,639.099976,4580400,,1,1
2021/10/7,642.22998,646.840027,630.450012,631.849976,631.849976,3556900,,-1,1
2021/10/8,634.169983,643.799988,630.859985,632.659973,632.659973,3271100,,-1,1
2021/10/11,633.200012,639.419983,626.780029,627.039978,627.039978,2862500,,-1,1
2021/10/12,633.02002,637.659973,621.98999,624.940002,624.940002,3227300,,-1,1
2021/10/13,632.179993,632.179993,622.099976,629.76001,629.76001,2420300,,1,1
2021/10/14,632.22998,636.880005,626.789978,633.799988,633.799988,2671700,,1,1
2021/10/15,638,639.419983,625.159973,628.289978,628.289978,4114400,,-1,1
2021/10/18,632.099976,638.409973,620.590027,637.969971,637.969971,4669100,,1,-1
2021/10/19,636.969971,641,632.299988,639,639,7633100,,-1,-1
2021/10/20,625.570007,637.400024,617.150024,625.140015,625.140015,10622000,,1,1
2021/10/21,628.890015,654.01001,628.650024,653.159973,653.159973,8437100,,1,-1
2021/10/22,651.809998,665.460022,651.809998,664.780029,664.780029,6186000,,1,-1
2021/10/25,663.73999,675.880005,657.070007,671.659973,671.659973,3833500,,1,1
2021/10/26,673.76001,676.48999,662.77002,668.52002,668.52002,2904800,,-1,1
2021/10/27,669,671.409973,661.849976,662.919983,662.919983,2276900,,1,1
2021/10/28,670.950012,676.799988,668.030029,674.049988,674.049988,2859400,,1,-1
2021/10/29,673.059998,690.969971,671.23999,690.309998,690.309998,3817500,,1,-1
2021/11/1,689.059998,689.969971,676.539978,681.169983,681.169983,3110900,,-1,1
2021/11/2,683.109985,687.679993,673.820007,677.719971,677.719971,3888600,,-1,-1
2021/11/3,677.27002,689.390015,677.27002,688.289978,688.289978,2334900,,1,-1
2021/11/4,685.890015,685.940002,665.5,668.400024,668.400024,4865000,,-1,-1
2021/11/5,663.969971,665.640015,645.01001,645.719971,645.719971,5277400,,-1,1
2021/11/8,650.289978,656,643.789978,651.450012,651.450012,2887500,,1,1
2021/11/9,653.700012,660.5,650.52002,655.98999,655.98999,2415600,,-1,-1
2021/11/10,653.01001,660.330017,642.109985,646.909973,646.909973,2405800,,-1,1
2021/11/11,650.23999,665.820007,649.710022,657.580017,657.580017,2868300,,1,1
2021/11/12,660.01001,683.340027,653.820007,682.609985,682.609985,4192700,,1,-1
2021/11/15,681.23999,685.26001,671.48999,679.330017,679.330017,2872200,,-1,-1
2021/11/16,678.27002,688.359985,676.900024,687.400024,687.400024,2077400,,1,1
2021/11/17,690,700.98999,686.090027,691.690002,691.690002,2732800,,1,-1
2021/11/18,691.609985,691.73999,679.73999,682.02002,682.02002,2012900,,1,1
2021/11/19,692.349976,694.159973,675,678.799988,678.799988,2613700,,-1,-1
2021/11/22,676.02002,679.47998,656.469971,659.200012,659.200012,2764400,,-1,-1
2021/11/23,658.179993,666.429993,646.049988,654.059998,654.059998,2320200,,-1,1
2021/11/24,658.01001,661.440002,651.099976,658.289978,658.289978,1867300,,1,1
2021/11/26,675,676.409973,660.669983,665.640015,665.640015,2872500,,-1,-1
2021/11/29,663.200012,667.98999,658.289978,663.840027,663.840027,2529400,,1,1
2021/11/30,668.200012,675.380005,640.01001,641.900024,641.900024,5608900,,-1,1
2021/12/1,649.47998,654.52002,617.070007,617.77002,617.77002,3882800,,-1,-1
2021/12/2,617.099976,625.359985,612.880005,616.469971,616.469971,3331100,,1,1
2021/12/3,622.75,625.5,594,602.130005,602.130005,4825200,,-1,1
2021/12/6,606.01001,617.289978,601,612.690002,612.690002,3075700,,1,1
2021/12/7,619.830017,628.890015,611.400024,625.580017,625.580017,3125200,,1,1
2021/12/8,630,632.460022,623.200012,628.080017,628.080017,2220300,,-1,-1
2021/12/9,627.580017,630.23999,610.440002,611,611,2376300,,-1,1
2021/12/10,616.780029,617.73999,605.880005,611.659973,611.659973,2747900,,-1,1
2021/12/13,612,612.640015,599.52002,604.559998,604.559998,2517900,,-1,-1
2021/12/14,598.710022,602.289978,588.130005,597.98999,597.98999,2984500,,-1,1
2021/12/15,598.179993,605.690002,584.51001,605.039978,605.039978,2866200,,-1,-1
2021/12/16,597.090027,602.830017,588,591.059998,591.059998,3143200,,-1,1
2021/12/17,591.609985,593.25,581.73999,586.72998,586.72998,4386900,,-1,-1
2021/12/20,586.429993,602.880005,584.26001,593.73999,593.73999,3358400,,1,1
2021/12/21,597.539978,607.820007,593.859985,604.919983,604.919983,2319400,,1,-1
2021/12/22,603.359985,614.820007,602.630005,614.23999,614.23999,2335700,,1,1
2021/12/23,616.400024,616.880005,607.570007,614.090027,614.090027,1621100,,-1,1
2021/12/27,615,615,609.25,613.119995,613.119995,2061500,,-1,1
2021/12/28,614.950012,618.409973,609.690002,610.710022,610.710022,1882800,,-1,1
2021/12/29,610.710022,613.97998,604.679993,610.539978,610.539978,1287200,,1,1
2021/12/30,612.98999,620.609985,611.23999,612.090027,612.090027,1625100,,-1,-1
,,,,,,,,,1
